,name,rating,reviews,type,hq,old,employees
3085,CallHealth,3.8,(172 Reviews),Private,"Hyderabad,Telangana + 13 more",10 years old,51-200 Employees (India)
3086,Amrita Institute...,4.3,(172 Reviews),Private,"Kochi/Cochin,Kerala + 8 more",25 years old,5k-10k Employees (India)
3087,Lincoln Pharmace...,3.5,(172 Reviews),Public,"Ahmedabad,Gujarat + 14 more",44 years old,1k-5k Employees (India)
3088,KOREA PLANT SERV...,3.4,(172 Reviews),Private,"Naju,Jeollanam-do + 15 more",39 years old,1-10 Employees (India)
3089,Harsha Engineers,4.1,(172 Reviews),Private,"Ahmedabad,Gujarat + 5 more",37 years old,501-1k Employees (India)
3090,ProConnect Inte...,4.1,(172 Reviews),Private,"Chennai,Tamil Nadu + 33 more",11 years old,51-200 Employees (India)
3091,Laser Power & In...,3.6,(172 Reviews),Private,"Kolkata,West Bengal + 25 more",35 years old,1k-5k Employees (India)
3092,BRLPS,4.1,(172 Reviews),Patna + 38 more,16 years old,1k-5k Employees (India),
3093,Nimbus Harbor Fa...,3.9,(172 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",19 years old,10k-50k Employees (India)
3094,Halonix Technolo...,4.2,(172 Reviews),Private,"Noida,Uttar Pradesh + 31 more",10 years old,501-1k Employees (India)
3095,Concord Biotech,3.5,(172 Reviews),Public,"Ahmedabad,Gujarat + 5 more",23 years old,501-1k Employees (India)
3096,Keihin India Man...,4.1,(172 Reviews),Tokyo + 7 more,67 years old,51-200 Employees (India),
3097,UBS Business Sol...,4.0,(172 Reviews),Pune + 3 more,,,
3098,Madhucon Project...,3.6,(307 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 20 more",40 years old,1k-5k Employees (India)
3099,The Saraswat Co-...,3.8,(220 Reviews),Public,"Mumbai,Maharashtra + 24 more",105 years old,1k-5k Employees (India)
3100,Sears Holdings,3.9,(178 Reviews),Private,"Hoffman Estates,Illinois + 5 more",14 years old,501-1k Employees (India)
3101,Technicolor,4.2,(174 Reviews),Private,Paris + 4 more,130 years old,1k-5k Employees (India)
3102,Ubisoft Entertai...,4.0,(172 Reviews),Private,"Montreuil,Seine-saint-denis + 2 more",37 years old,1k-5k Employees (India)
3103,Popular Vehicles...,4.1,(171 Reviews),Private,"Ernakulam,Kerala + 17 more",84 years old,1k-5k Employees (India)
3104,Bal Pharma,3.7,(171 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",36 years old,1k-5k Employees (India)
3105,MMC Infotech Ser...,3.4,(171 Reviews),Private,"Chennai,Tamil Nadu + 1 more",33 years old,201-500 Employees (India)
3106,Luxor Writing In...,3.7,(171 Reviews),Private,"Noida,Uttar Pradesh + 25 more",22 years old,1k-5k Employees (India)
3107,Jaypee Hospital,4.2,(171 Reviews),Private,Noida + 5 more,9 years old,501-1k Employees (India)
3108,VSoft Technologi...,3.5,(171 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",19 years old,201-500 Employees (India)
3109,Mahindra Lifespa...,4.1,(171 Reviews),Public,"Mumbai,Maharashtra + 17 more",29 years old,201-500 Employees (India)
3110,Barista Coffee C...,4.3,(171 Reviews),Private,"Delhi/NCR,New Delhi + 22 more",24 years old,1k-5k Employees (India)
3111,Flyjac Logistics,4.2,(171 Reviews),Private,"Chennai,Tamil Nadu + 33 more",33 years old,501-1k Employees (India)
3112,THE KCP,4.3,(171 Reviews),Public,"Chennai,Tamil Nadu + 13 more",82 years old,1k-5k Employees (India)
3113,MapmyIndia,3.9,(171 Reviews),Public,"Delhi,NCT + 3 more",31 years old,201-500 Employees (India)
3114,Sekisui Dljm Mol...,3.8,(171 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",12 years old,51-200 Employees (India)
3115,V-bazaar Retail,4.0,(171 Reviews),Gurgaon + 38 more,7 years old,1k-5k Employees (India),
3116,Hollister Medica...,4.3,(171 Reviews),Illinois + 6 more,102 years old,51-200 Employees (India),
3117,Padget Electroni...,3.6,(171 Reviews),Noida + 3 more,501-1k Employees (India),,
3118,Belstar Investme...,4.2,(171 Reviews),Private,"Chennai,Tamil Nadu + 67 more",35 years old,201-500 Employees (India)
3119,ESIC HOSPITAL,4.2,(171 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",71 years old,201-500 Employees (India)
3120,Nalco water,4.2,(171 Reviews),Private,Naperville + 25 more,95 years old,1k-5k Employees (India)
3121,SRMB SRIJAN,3.8,(171 Reviews),"Kolkata,West Bengal + 29 more",72 years old,201-500 Employees (India),
3122,Fosroc Chemicals...,4.3,(171 Reviews),Private,Dubai + 28 more,51 years old,201-500 Employees (India)
3123,Infra.Market,4.0,(171 Reviews),Private,"Thane,Maharashtra + 29 more",7 years old,1k-5k Employees (India)
3124,Navata Road Tran...,3.6,(171 Reviews),Partnership,"Vijayawada,Andhra Pradesh + 25 more",41 years old,1k-5k Employees (India)
3125,Ang India,4.2,(171 Reviews),Public,"Noida,Uttar Pradesh + 26 more",45 years old,201-500 Employees (India)
3126,Poorvika Mobiles,4.4,(171 Reviews),Private,"Chennai,Tamil Nadu + 26 more",19 years old,1k-5k Employees (India)
3127,Autometers Allia...,4.2,(170 Reviews),Private,"Noida,Uttar Pradesh + 8 more",64 years old,501-1k Employees (India)
3128,Lipi Data System...,3.8,(170 Reviews),Private,Mumbai + 34 more,30 years old,501-1k Employees (India)
3129,Box8,3.4,(170 Reviews),Private,"Mumbai,Maharashtra + 11 more",12 years old,1k-5k Employees (India)
3130,Puranik Builders,3.7,(170 Reviews),Public,"Thane,Maharashtra + 6 more",55 years old,201-500 Employees (India)
3131,Lanxess,4.4,(170 Reviews),Private,Cologne + 12 more,19 years old,501-1k Employees (India)
3132,Zen3 Info Soluti...,4.0,(170 Reviews),Private,"Redmond,Washington + 2 more",20 years old,1k-5k Employees (India)
3133,Modi Mundi Pharm...,4.0,(170 Reviews),Private,"Delhi/NCR,Delhi + 31 more",33 years old,201-500 Employees (India)
3134,Zydus Hospital,4.1,(170 Reviews),Public,"Ahmedabad,Gujarat + 7 more",8 years old,501-1k Employees (India)
3135,Studds Accessori...,3.5,(170 Reviews),Private,"Faridabad,Haryana + 3 more",40 years old,1k-5k Employees (India)
3136,Munjal Kiriu Ind...,4.1,(170 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",67 years old,201-500 Employees (India)
3137,Drydocks World D...,4.1,(170 Reviews),LLC,"Dubai,Dubai + 10 more",40 years old,1k-5k Employees (India)
3138,Coolberg Beverag...,3.5,(170 Reviews),Private,"Mumbai,Maharashtra + 26 more",7 years old,201-500 Employees (India)
3139,The Institute Of...,3.9,(170 Reviews),New Delhi + 55 more,74 years old,51-200 Employees (India),
3140,D.p. Jain & Co. ...,3.6,(170 Reviews),Private,"Nagpur,Maharashtra + 20 more",49 years old,201-500 Employees (India)
3141,Biz 2 Credit Inf...,4.4,(170 Reviews),Private,"New York,New York + 1 more",16 years old,201-500 Employees (India)
3142,Brg Iron And Ste...,3.7,(170 Reviews),Private,"Kolkata,West Bengal + 7 more",21 years old,51-200 Employees (India)
3143,Wsp Consultants ...,4.4,(170 Reviews),Private,Montreal + 8 more,64 years old,1k-5k Employees (India)
3144,Bombay Intellige...,3.8,(170 Reviews),Private,"Mumbai,Maharashtra + 37 more",47 years old,51-200 Employees (India)
3145,Praxair,4.1,(169 Reviews),Private,"Danbury,Connecticut + 25 more",116 years old,201-500 Employees (India)
3146,DBOI Global Serv...,4.5,(169 Reviews),Private,"Mumbai,Maharashtra + 5 more",43 years old,51-200 Employees (India)
3147,Agarwal Packers ...,3.7,(169 Reviews),Public,"Delhi/NCR,New Delhi + 32 more",36 years old,501-1k Employees (India)
3148,Accord Synergy,3.7,(169 Reviews),Public,"Vadodara/Baroda,Gujrat + 24 more",9 years old,51-200 Employees (India)
3149,Kauvery Hospital,3.9,(169 Reviews),Public,"Chennai,Tamil Nadu + 8 more",24 years old,51-200 Employees (India)
3150,QBurst Technolog...,4.7,(169 Reviews),Private,"Chantilly,Virginia + 6 more",19 years old,1k-5k Employees (India)
3151,Accord Synergy,3.7,(169 Reviews),Public,"Vadodara/Baroda,Gujrat + 24 more",9 years old,51-200 Employees (India)
3152,Thyssenkrupp Ind...,4.2,(169 Reviews),Essen + 12 more,164 years old,1k-5k Employees (India),
3153,Monnet Group,4.2,(169 Reviews),Public,"Raipur,Chhattisgarh + 13 more",33 years old,501-1k Employees (India)
3154,The Indian Hume ...,4.1,(169 Reviews),Public,Mumbai + 34 more,97 years old,1k-5k Employees (India)
3155,Recipharm Pharma...,4.0,(169 Reviews),Private,"Stockholm,Stockholm + 5 more",28 years old,11-50 Employees (India)
3156,Praxair,4.1,(169 Reviews),Private,"Danbury,Connecticut + 25 more",116 years old,201-500 Employees (India)
3157,DBOI Global Serv...,4.5,(169 Reviews),Private,"Mumbai,Maharashtra + 5 more",43 years old,51-200 Employees (India)
3158,Rapido,3.9,(169 Reviews),Private,"Bangalore,Karnataka + 38 more",8 years old,1k-5k Employees (India)
3159,Pepe Jeans,4.3,(169 Reviews),Private,Municipility Of Sant Feliu De Llobregat + 37 more,50 years old,51-200 Employees (India)
3160,Omninos Solution...,4.7,(169 Reviews),Chandigarh + 21 more,7 years old,201-500 Employees (India),
3161,NACL Industries,4.4,(169 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",30 years old,1k-5k Employees (India)
3162,PULSUS HealthTec...,3.2,(169 Reviews),Public,London + 3 more,39 years old,501-1k Employees (India)
3163,ClearTax,3.5,(1.3k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 7 more",12 years old,501-1k Employees (India)
3164,Qatar Petroleum,4.2,(1k Reviews),Other,Doha + 10 more,49 years old,501-1k Employees (India)
3165,STAR,3.8,(245 Reviews),"Mumbai,Maharashtra + 24 more",29 years old,1k-5k Employees (India),
3166,ACG Worldwide,4.1,(201 Reviews),Private,"Mumbai,Maharashtra + 11 more",62 years old,1k-5k Employees (India)
3167,Nidec Corporatio...,4.0,(171 Reviews),Private,Kyoto + 14 more,50 years old,501-1k Employees (India)
3168,Planetcast,3.9,(168 Reviews),Public,"Noida,Uttar Pradesh + 8 more",27 years old,1k-5k Employees (India)
3169,Al Tasnim Enterp...,3.8,(168 Reviews),Private,Muscat + 8 more,47 years old,201-500 Employees (India)
3170,Premium Transmis...,3.7,(168 Reviews),Private,"Pune,Maharashtra + 10 more",62 years old,501-1k Employees (India)
3171,CEC Internationa...,4.6,(168 Reviews),Private,Taipei + 12 more,78 years old,201-500 Employees (India)
3172,Mitra SK,4.1,(168 Reviews),Private,"Kolkata,West Bengal + 25 more",85 years old,1k-5k Employees (India)
3173,YKK,4.0,(168 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",28 years old,201-500 Employees (India)
3174,SiliconIndia,2.6,(168 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",26 years old,201-500 Employees (India)
3175,MDC Group of Com...,5.0,(168 Reviews),Private,Muscat + 1 more,11-50 Employees (Global),
3176,e-Centric Soluti...,3.5,(168 Reviews),Private,Hyderabad + 28 more,21 years old,201-500 Employees (India)
3177,PCS Technology,3.7,(168 Reviews),Public,"Pune,Maharashtra + 42 more",42 years old,1k-5k Employees (India)
3178,Core Integra Con...,3.6,(168 Reviews),Private,"Mumbai,Maharashtra + 42 more",12 years old,1k-5k Employees (India)
3179,Meghalaya Cement...,4.0,(168 Reviews),Private,"Kolkata,West Bengal + 6 more",20 years old,501-1k Employees (India)
3180,Urban Ladder,4.0,(168 Reviews),Private,"Bangalore,Karnataka + 19 more",11 years old,201-500 Employees (India)
3181,Walplast Product...,3.9,(168 Reviews),Private,"Navi Mumbai,Maharashtra + 27 more",19 years old,201-500 Employees (India)
3182,Piramal Glass,4.2,(168 Reviews),Private,"Mumbai,Maharashtra + 7 more",39 years old,1k-5k Employees (India)
3183,Aachi Foods,4.0,(168 Reviews),Private,"Chennai,Tamil Nadu + 22 more",28 years old,501-1k Employees (India)
3184,Datamatics Busin...,3.8,(168 Reviews),Public,Mumbai + 3 more,41 years old,1k-5k Employees (India)
3185,Dixit Infotech S...,3.9,(168 Reviews),Private,"Mumbai,Maharashtra + 22 more",44 years old,501-1k Employees (India)
3186,Gaursons,3.8,(168 Reviews),Public,"Ghaziabad,Uttar Pradesh + 5 more",28 years old,501-1k Employees (India)
3187,Cordlife Science...,4.0,(167 Reviews),Private,"Kolkata,West Bengal + 30 more",22 years old,201-500 Employees (India)
3188,Sonata Finance,4.1,(167 Reviews),Private,"Allahabad/Prayagraj,Uttar Pradesh + 43 more",28 years old,51-200 Employees (India)
3189,Tata Steel Proce...,3.9,(167 Reviews),Private,Kolkata + 22 more,26 years old,1k-5k Employees (India)
3190,Big C,4.0,(167 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 28 more",20 years old,1k-5k Employees (India)
3191,Faasos Food Serv...,3.6,(167 Reviews),Private,"Pune,Maharashtra + 15 more",13 years old,1k-5k Employees (India)
3192,Javi Systems,3.8,(167 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 32 more",16 years old,201-500 Employees (India)
3193,Bhavani Industri...,3.9,(167 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",36 years old,201-500 Employees (Global)
3194,Bajaj Energy,4.2,(167 Reviews),Public,"Mumbai,Maharashtra + 12 more",15 years old,201-500 Employees (India)
3195,Bharat IT Servic...,3.0,(167 Reviews),Public,"Noida,Uttar Pradesh + 32 more",27 years old,501-1k Employees (India)
3196,Sir Ganga Ram Ho...,4.3,(167 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",69 years old,201-500 Employees (India)
3197,Peter England,4.2,(167 Reviews),Private,Londonderry + 77 more,134 years old,501-1k Employees (India)
3198,Puravankara Proj...,4.2,(167 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",48 years old,1k-5k Employees (India)
3199,The Dow Chemical...,4.4,(167 Reviews),Private,"Midland,Michigan + 7 more",66 years old,1k-5k Employees (India)
3200,Anudip Foundatio...,3.9,(167 Reviews),NGO/NPO,"Kolkata,West Bengal + 29 more",16 years old,501-1k Employees (India)
3201,Shriram Finance,3.6,(167 Reviews),Mumbai + 64 more,44 years old,51-200 Employees (India),
3202,FabAlley,4.6,(167 Reviews),"Noida,Uttar Pradesh + 35 more",11 years old,501-1k Employees (India),
3203,NTT DATA Busines...,4.0,(167 Reviews),Hyderabad/Secunderabad + 11 more,,,
3204,Scaler Academy,4.2,(167 Reviews),Private,"Bangalore,Karnataka",4 years old,1k-5k Employees (India)
3205,Elico Healthcare...,3.1,(167 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",24 years old,501-1k Employees (India)
3206,Hinduja Group,3.9,(17.2k Reviews),Public,Mumbai + 53 more,109 years old,1 Lakh+ Employees (India)
3207,Sonalika Group o...,3.8,(1.5k Reviews),Private,Hoshiarpur + 30 more,54 years old,5k-10k Employees (India)
3208,Stanley Black & ...,4.0,(240 Reviews),Private,New Britain + 16 more,180 years old,501-1k Employees (India)
3209,Health India Tpa...,3.7,(166 Reviews),Private,"Mumbai,Maharashtra + 23 more",21 years old,51-200 Employees (India)
3210,Woodland,3.7,(166 Reviews),Private,Quebec + 49 more,31 years old,5k-10k Employees (Global)
3211,Chaitanya India ...,4.0,(166 Reviews),Private,"Bangalore,Karnataka + 69 more",14 years old,5k-10k Employees (India)
3212,National Insuran...,4.1,(166 Reviews),Private,"Kolkata,West Bengal + 55 more",117 years old,50k-1 Lakh Employees (India)
3213,ITCONS e-Solutio...,3.8,(166 Reviews),Private,"Noida,Uttar Pradesh + 52 more",16 years old,1k-5k Employees (India)
3214,Nippon Audiotron...,3.5,(166 Reviews),Private,"Delhi/NCR,Delhi + 10 more",27 years old,501-1k Employees (India)
3215,Shree Renuka Sug...,4.2,(166 Reviews),Public,"Belagavi/Belgaum,Karnataka + 21 more",25 years old,1k-5k Employees (India)
3216,Seth M R Jaipuri...,4.0,(166 Reviews),Private,"Delhi/NCR,Delhi + 24 more",31 years old,1k-5k Employees (India)
3217,HPM Chemicals & ...,4.6,(166 Reviews),Private,New Delhi + 30 more,46 years old,501-1k Employees (India)
3218,Nexteer Automoti...,3.7,(166 Reviews),Private,"Auburn Hills,Michigan + 6 more",117 years old,501-1k Employees (India)
3219,Fingent,4.8,(166 Reviews),Private,"New York,New York + 2 more",20 years old,201-500 Employees (India)
3220,Pierian Services,3.8,(166 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",21 years old,501-1k Employees (India)
3221,American Tower C...,3.9,(166 Reviews),Private,"Boston,MA + 31 more",28 years old,501-1k Employees (India)
3222,R.V.R. PROJECTS,3.8,(166 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 26 more",47 years old,51-200 Employees (India)
3223,Karamtara Engine...,3.2,(166 Reviews),"Mumbai,Maharashtra + 8 more",27 years old,501-1k Employees (India),
3224,Toshiba Transmis...,3.9,(166 Reviews),Private,Hyderabad + 14 more,129 years old,501-1k Employees (India)
3225,Tredence,3.8,(166 Reviews),Private,"San Jose,California + 4 more",10 years old,1k-5k Employees (India)
3226,Peregrine Guardi...,3.9,(166 Reviews),Private,"Gurgaon/Gurugram,Haryana + 32 more",28 years old,501-1k Employees (India)
3227,Globtier Infotec...,3.7,(166 Reviews),Private,"Noida,Uttar Pradesh + 26 more",18 years old,1k-5k Employees (India)
3228,British Biologic...,3.1,(166 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 33 more",35 years old,501-1k Employees (India)
3229,Ford India,4.6,(166 Reviews),Chennai + 14 more,5k-10k Employees (India),,
3230,Mahindra Electri...,3.7,(166 Reviews),Private,Bengaluru + 9 more,29 years old,201-500 Employees (India)
3231,Dishman Carbogen...,3.6,(166 Reviews),Bubendorf + 1 more,16 years old,1k-5k Employees (India),
3232,Apisero,4.3,(166 Reviews),Chandler + 7 more,7 years old,1k-5k Employees (India),
3233,Saksoft,4.0,(166 Reviews),Public,"Chennai,Tamil Nadu + 8 more",24 years old,1k-5k Employees (India)
3234,University of Pe...,4.3,(165 Reviews),Private,"Dehradun,Uttarakhand + 7 more",20 years old,501-1k Employees (India)
3235,Cyber Infrastruc...,3.6,(165 Reviews),Private,"San Jose,California + 1 more",20 years old,501-1k Employees (India)
3236,Mobikwik,3.4,(165 Reviews),Private,"Gurgaon,Haryana + 13 more",14 years old,201-500 Employees (India)
3237,Sun TV Network,4.1,(165 Reviews),Public,"Chennai,Tamil Nadu + 7 more",30 years old,1k-5k Employees (India)
3238,Cipla Industries,3.9,(165 Reviews),New Delhi + 26 more,25 years old,11-50 Employees (India),
3239,Sangeetha Mobile,4.0,(165 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 38 more",49 years old,1k-5k Employees (India)
3240,The Hershey Comp...,4.2,(165 Reviews),Private,"Derry Township,Pennsylvania + 31 more",129 years old,201-500 Employees (India)
3241,SISL Infotech,3.6,(165 Reviews),Private,"Delhi/NCR,Delhi + 30 more",16 years old,501-1k Employees (India)
3242,MARK EXHAUST SYS...,4.0,(165 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",30 years old,501-1k Employees (India)
3243,AISECT,3.9,(165 Reviews),Private,"Bhopal,Madhya Pradesh + 43 more",38 years old,5k-10k Employees (India)
3244,Invensis Technol...,3.4,(165 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",23 years old,1k-5k Employees (India)
3245,Atul Auto,3.4,(165 Reviews),Public,"Rajkot,Gujrat + 23 more",41 years old,1k-5k Employees (India)
3246,Gold's Gym,3.9,(165 Reviews),Private,"Dallas,Texas + 45 more",58 years old,1-10 Employees (India)
3247,International Au...,3.9,(165 Reviews),Private,Southfield + 6 more,17 years old,501-1k Employees (India)
3248,Hardcastle Resta...,4.1,(165 Reviews),Private,Mumbai + 23 more,28 years old,5k-10k Employees (India)
3249,AVL,3.9,(165 Reviews),Private,Graz + 9 more,75 years old,501-1k Employees (India)
